nct_id,criterion,label
NCT07461727,"Histologically or cytologically confirmed, unresectable locally advanced or metastatic (stage IV) non-small cell lung cancer (NSCLC)",inclusion
NCT07461727,"Prior treatment with at least one third-generation EGFR-TKI (e.g., osimertinib) with radiologically confirmed disease progression according to RECIST 1.1 or intolerance, and no concomitant anticancer therapy during this period.",inclusion
NCT07461727,"Availability of tumor tissue obtained after progression on third-generation EGFR-TKI, with EGFR L858R mutation confirmed in the post-progression tumor tissue or blood sample by central laboratory- or study site-validated methods (e.g., WES or RNAseq).",inclusion
NCT07461727,"At least one measurable hepatic lesion per RECIST 1.1, confirmed by biopsy, with the EGFR L858R mutation verified in the lesion by central laboratory- or study site-validated methods (e.g., WES or RNAseq).",inclusion
NCT07461727,ECOG performance status of 0 or 1.,inclusion
NCT07461727,"Adequate organ and bone marrow function: a) Hematologic: within 14 days prior to enrollment and without recent transfusion or growth factor therapy: ANC ≥1.5×10⁹/L, Hb ≥90 g/L, PLT ≥75×10⁹/L, WBC \>3.0×10⁹/L. b) Hepatic: TBIL ≤1.5×ULN, ALT ≤5×ULN, AST ≤5×ULN. c) Renal: serum creatinine ≤1.5×ULN or creatinine clearance (CrCl) ≥50 mL/min. d) Coagulation: PT ≤1.5×ULN, APTT ≤1.5×ULN, INR ≤1.5×ULN.",inclusion
NCT07461727,"Ability and willingness to provide written informed consent, comply with study procedures, and cooperate with study personnel.",inclusion
NCT07461727,"Prior exposure to any gene-editing therapies (e.g., CRISPR, TALEN, ZFN)",exclusion
NCT07461727,"Receipt of chemotherapy, radiotherapy, biologic therapy, endocrine therapy, targeted therapy, immunotherapy, or other anticancer agents within 4 weeks prior to the first dose of study drug. For oral fluoropyrimidines or small-molecule targeted agents, the washout period is 2 weeks or 5 half-lives of the drug, whichever is longer",exclusion
NCT07461727,"Receipt of any investigational, unapproved therapy within 4 weeks prior to the first dose of study drug.",exclusion
NCT07461727,"Presence of other known driver gene alterations conferring TKI resistance, excluding EGFR mutations, unless these occur as co-mutations, including: Bypass pathway activation: High-level MET amplification: detected by WES (gene copy number \>5) or FISH (MET/CEP7 ratio ≥2.0). High-level HER2 amplification: detected by ISH (gene copy number ≥6 per nucleus, HER2/CEP17 ratio ≥2.0). Other acquired resistance driver mutations: Newly emerged confirmed resistance mutations, e.g., KRAS or BRAF-V600E. Activating mutations in PI3K/AKT/mTOR pathway genes (e.g., PIK3CA). Loss of primary EGFR mutation: absence of the original EGFR L858R mutation in post-resistance tumor tissue.",exclusion
NCT07461727,Known allergy or adverse reaction to any lipid nanoparticle (LNP) components.,exclusion
NCT07461727,Uncontrolled hypertension (systolic BP \>150 mmHg and/or diastolic BP \>100 mmHg despite regular antihypertensive therapy) or history of hypertensive crisis or hypertensive encephalopathy.,exclusion
NCT07461727,"Liver disease, including cirrhosis, hepatitis, or history of hepatitis B or C infection.",exclusion
NCT07461727,"Unstable angina or acute myocardial infarction, or history of these events within the past 6 months.",exclusion
NCT07461727,"History of malignancy within the past 5 years, except for treated basal cell carcinoma, cutaneous squamous cell carcinoma, cervical cancer, or gastrointestinal cancers.",exclusion
NCT07461727,"Pregnant, breastfeeding, positive pregnancy test, or unwillingness to use contraception in premenopausal women. Women are considered postmenopausal if amenorrheic for ≥2 years. Male patients unwilling to use contraception during the study are also excluded.",exclusion
NCT07461727,"Leptomeningeal, brainstem, or spinal metastases, or active CNS metastases with compression. Subjects with previously treated brain metastases may participate if clinically stable ≥4 weeks prior to first study drug administration and off corticosteroids for ≥14 days.",exclusion
NCT07461727,Any condition deemed by the investigator to make the subject unsuitable for participation in the study.,exclusion
NCT06676527,Subjects have fully understood and voluntarily signed the informed consent form (ICF);,inclusion
NCT06676527,18-80 years old (at the time of signing the informed consent); Both men and women; ECOG PS score: 0-1;,inclusion
NCT06676527,"Renal cell carcinoma with clear cell components confirmed histologically or cytopathologically, including unresectable or recurrent metastatic renal cell carcinoma dominated by clear cell components;",inclusion
NCT06676527,"According to RECIST (version 1.1), there are targets that are considered to be observable;",inclusion
NCT06676527,"A history of malignancies other than the disease studied within the past 5 years, other than malignancies that are expected to be cured with treatment (including but not limited to adequately treated thyroid cancer, cervical carcinoma in situ, basal or squamous cell skin cancer, or breast ductal carcinoma in situ treated with radical surgery);",exclusion
NCT06676527,"Systemic treatment with other antitumor agents, including targeted agents, immunotherapy agents and their combination regimens (eligible for inclusion after 5 half-lives), local antitumor therapy, or clinical investigational drug or device therapy within 4 weeks prior to the initial study;",exclusion
NCT06676527,Had major surgery within 4 weeks prior to initial study dosing (as judged by the investigator) or was in recovery;,exclusion
NCT06676527,"A history of severe drug allergy, including but not limited to antibody drugs;",exclusion
NCT06676527,Patients with contraindications for immunotherapy restart;,exclusion
NCT06676527,"A known history of allogeneic organ transplantation and allogeneic hematopoietic stem cell transplantation may require long-term adrenal corticosteroid therapy. Patients with thyroid, suprarenal, or hypopituitarism that can be controlled by hormone replacement therapy alone, type 1 diabetes mellitus, and psoriasis or vitiligo that do not require systemic treatment are eligible to participate in this study;",exclusion
NCT06676527,"Toxicity did not resolve after previous antitumor therapy, i.e., regression to baseline, NCI-CTCAE 5.0 level 0-1 (except for alopecia), or levels specified in inclusion/exclusion criteria. Irreversible toxicity (e.g., hearing loss) that is not reasonably expected to be aggravated by the drug under study may be included in the study;",exclusion
NCT06676527,Have central nervous system metastases and/or cancerous meningitis;,exclusion
NCT06676527,"Known history of clinically significant liver disease, including those infected with viral hepatitis activity;",exclusion
NCT06676527,"Patients with uncontrolled third space effusion requiring repeated drainage, such as pleural effusion, ascites, pericardial effusion, etc. (Patients with no need to drain effusion or no significant increase in effusion after 3 days of stopping drainage could be included);",exclusion
NCT06676527,Patients with any severe and/or uncontrolled disease;,exclusion
NCT06676527,Renal failure requires hemodialysis or peritoneal dialysis;,exclusion
NCT06676527,"Have or have a suspected active autoimmune disease, including but not limited to systemic lupus erythematosus, rheumatoid arthritis, inflammatory bowel disease, etc.;",exclusion
NCT06676527,History of live attenuated vaccine vaccination within 4 weeks prior to the initial study or expected live attenuated vaccine vaccination during the study period;,exclusion
NCT06676527,Those who have a history of psychotropic drug abuse and cannot abstain or have a history of mental disorders;,exclusion
NCT06676527,"Other severe, acute, or chronic medical or psychiatric conditions or laboratory abnormalities, as determined by the investigator, that may increase the risks associated with study participation or that may interfere with the interpretation of the study results.",exclusion
NCT00089427,Patients must be ≥18 years old.,inclusion
NCT00089427,Patients must have undergone a gross total resection of the solid contrast-enhancing lesion(s) \> 1.0 cm in diameter.,inclusion
NCT00089427,Patients must be able to have catheters placed within 14 days of tumor resection (including a planned Gross Total Resection following an initial biopsy or subtotal resection),inclusion
NCT00089427,"Patients must have histopathologic confirmation of malignant glioma from resection specimen. Diagnosis must be consistent with either GBM, AA, or malignant mixed OA.",inclusion
NCT00089427,Patients must be in adequate general condition and meet the following criteria:,inclusion
NCT00089427,a. Karnofsky Performance Scale score ≥ 70,inclusion
NCT00089427,"b. Adequate hematologic status:

  * Absolute neutrophil count ≥ 1,500/mm³
  * Hemoglobin ≥ 10 gm/dL
  * Platelets ≥ 100,000/mm³
  * PT \& aPTT within institutional limits of normal",inclusion
NCT00089427,Female patients must not be pregnant or breast-feeding.,inclusion
NCT00089427,Patients must practice an effective method of birth control during the study and for 60 days beyond the last day of infusion.,inclusion
NCT00089427,"Patients must understand the investigational nature of this study and its potential risks and benefits, and sign an approved written informed consent prior to performance of any study-specific procedure.",inclusion
NCT00089427,"Patients with residual contrast-enhancing tumor crossing the midline, multifocal tumor not amenable to gross total resection or non-parenchymal tumor dissemination (e.g., subependymal or leptomeningeal).",exclusion
